"id","year","Y","VA","K","L","M","I","naics3"
1645,1985,98808844.5268723,48221068.6152364,6547428.17059792,952,46713348.5897839,5.16573001444173,"332"
1651,1979,116168223.139348,59377276.7250454,25393592.8197788,1535,54221329.5032751,11.6680947975155,"335"
1651,1980,131393753.144136,68736965.9232049,35838881.926582,1728,58791365.8396792,7.53251250661471,"335"
1651,1981,156316873.129766,76738283.1640519,7532512.50661471,1732,74675643.2396658,6.86245435101176,"335"
1651,1982,186038734.051588,89970553.898124,6862454.35101176,1897,92559994.8344651,12.0009838128678,"335"
1651,1983,221649807.453691,111258203.475694,12000983.8128678,2240,107004751.47763,10.2006670817319,"335"
1651,1984,270445813.03876,143808941.548071,10200667.0817319,2713,122593574.821448,26.4935092101794,"335"
1651,1985,263481665.328408,120907697.254534,26493509.2101794,2355,139428382.409561,21.3220949520285,"335"
1651,1986,240089331.610354,112229087.661162,21322094.9520285,2331,127923811.195803,12.0028807651516,"335"
1651,1987,266373895.961604,117089420.114094,12002880.7651516,2297,147389434.644418,13.3635747292542,"335"
1651,1988,291793230.110188,128830899.917678,13363574.7292542,2679,155992337.94843,14.2892101495336,"335"
1651,1989,332144543.06992,137451560.292768,14289210.1495336,2870,187871212.263624,17.6620635034399,"335"
1651,1990,394540376.470507,157937890.251766,17662063.5034399,3200,230999544.684172,26.5166051866535,"335"
1651,1991,444883544.580031,174147076.604736,26516605.1866535,3370,268015040.52749,25.8163899007451,"335"
1651,1992,470198539.852546,173420885.0445,25816389.9007451,3040,296319155.113519,18.2776796507349,"335"
1651,1993,453950862.131104,179094771.450163,18277679.6507349,2924,276551503.897788,18.1566020094102,"335"
1651,1994,579366876.478138,219105054.746117,18156602.0094102,3096,359110285.15607,27.1418815635673,"335"
1651,1995,633459849.419376,262744376.789213,27141881.5635673,3345,360427946.412322,46.1879764258901,"335"
1651,1996,795056694.723574,357763055.216322,46187976.4258901,4622,434503668.225801,51.9297369037188,"335"
1651,1997,869475000,383009370.673529,51929736.9037188,4227,486465629.326471,49.144,"335"
1651,1998,854818922.784804,374316489.839386,49144000,4221,494329512.191097,59.6045918311513,"335"
1651,1999,796648526.864236,319378218.577324,59604591.8311513,4572,497000301.77987,53.1851994296798,"335"
1651,2000,1020054961.79777,424860480.754483,53185199.4296798,5799,610640362.981234,86.9488122727977,"335"
1651,2001,1050975921.48225,389050107.518649,86948812.2727977,5155,691645572.900696,75.9414665626751,"335"
1651,2002,877201442.914305,336386269.74777,75941466.5626751,4757,560025789.890547,43.0579481798811,"335"
1651,2003,1038078694.79654,455627258.525298,43057948.1798811,7228,587258767.069588,33.8941922405071,"335"
1651,2004,1831506224.35339,661564424.136217,33894192.2405071,9408,1129787725.12101,75.2800719961937,"335"
1651,2005,1875799850.45243,708098613.047489,75280071.9961937,11318,1097245145.8094,67.8966744541236,"335"
1651,2006,1944965827.67154,682121474.570844,67896674.4541236,11778,1158649442.27585,71.7636845187367,"335"
1651,2007,1911816526.06757,650050249.994679,71763684.5187367,11251,1160297683.63978,57.4767518034566,"335"
1657,1984,67989.3126374821,-664759.089349353,1220108.15568094,104,680989.922534838,1.30378563809094,"339"
1657,1985,1535588.99345909,-1145543.53374186,2474057.69967463,91,2505357.74696114,0.180383315922082,"339"
1657,1986,5653968.62834044,3078594.66890332,180383.315922082,176,2468382.66424839,0.561189058096592,"339"
1663,1961,1274314459.18021,388118749.760616,514920947.615784,8400,853807210.835179,86.2648219667204,"312"
1663,1962,1327682586.6943,409007640.195411,577562986.091303,8500,879042722.477406,103.676469497718,"312"
1663,1963,1392345789.66148,405408240.056595,103676469.497718,8600,943196359.621627,62.8612724271092,"312"
1663,1964,1516256160.79235,451921800.638609,62861272.4271092,8600,1018713535.20071,108.392600200838,"312"
1663,1965,1672731280.60757,514222743.718818,108392600.200838,9100,1111972253.64434,195.706954981819,"312"
1663,1966,1868977898.2644,591021729.90258,195706954.981819,9340,1201434975.16044,351.333642217615,"312"
1663,1967,2128772391.28082,666621915.043674,351333642.217615,10000,1387623378.92989,333.449024982111,"312"
1663,1968,2435447798.32761,796085172.086866,333449024.982111,10500,1560435132.67503,286.636133579739,"312"
1663,1969,2414278126.89787,804066878.030746,286636133.579739,10700,1516821377.53432,254.018291703285,"312"
1663,1970,2765501180.67995,933148780.226473,254018291.703285,11291,1713471939.20689,219.992860007063,"312"
1663,1971,3045398154.07931,986112666.386793,219992860.007063,11403,1909636455.6919,234.493238235204,"312"
1663,1972,3200254657.75664,1040787987.4571,234493238.235204,11589,1929900446.33306,260.823472408884,"312"
1663,1973,3544131686.48902,982018661.053384,260823472.408884,11962,2196542268.85962,275.5867275951,"312"
1663,1974,3999314104.46724,915413534.949743,275586727.5951,12205,2395994103.63844,344.169034213291,"312"
1663,1975,4106743718.51757,1032764342.42185,344169034.213291,13301,2451160301.57026,368.041039037757,"312"
1663,1976,3522627379.96139,938254135.105995,368041039.037757,13292,2112713645.84389,440.32864867549,"312"
1663,1977,4244914598.47793,1117135258.59951,440328648.67549,14044,2578036392.18498,320.760570675031,"312"
1663,1978,4905134501.94508,1239616836.38608,320760570.675031,16027,2945200841.40112,432.921764282284,"312"
1663,1979,5571682392.6323,1309497660.26631,432921764.282284,17498,3412792282.36488,748.648648187774,"312"
1663,1980,6017163736.82669,1462511741.35334,748648648.187774,18040,3586815726.02546,924.603870258404,"312"
1663,1981,6245454445.00395,1443331479.59613,924603870.258404,18043,3875250382.81523,603.58165566027,"312"
1663,1982,6904019686.0423,2266387651.83496,603581655.66027,38133,3852961023.4845,486.730506438171,"312"
1663,1983,8831971273.3901,2759261065.61967,486730506.438171,39320,5155473556.53129,575.097047824105,"312"
1663,1984,9110992155.96421,2791864926.51842,575097047.824105,38461,5472883953.62988,690.016389515684,"312"
1663,1985,9620197310.74265,3030971635.77894,690016389.515684,39769,5779914241.5574,790.211823271229,"312"
1663,1986,10343531575.7511,3450773627.96842,790211823.271229,41805,6263586273.76628,978.281504113975,"312"
1663,1987,10898181924.8581,3735409517.08772,978281504.113975,41541,6569406696.46011,997.051699868626,"312"
1663,1988,11397317925.9154,3922814172.79053,997051699.868626,41118,6776383470.60935,1108.09585937109,"312"
1663,1989,11584537161.1675,4195628487.2724,1108095859.37109,46608,6711060460.02737,1221.8257571325,"312"
1663,1990,12404413153.6035,4462624821.70414,1221825757.1325,45432,7423700554.08014,986.356976295207,"312"
1663,1991,12019273616.3365,4457663039.39573,986356976.295207,44836,7259216740.99717,751.06913909396,"312"
1663,1992,12110936736.9006,4548487077.21163,751069139.09396,44871,7510117370.4567,776.726756852824,"312"
1663,1993,12149208107.5885,4550373194.33828,776726756.852824,43345,7597943408.08631,807.029077122597,"312"
1663,1994,12824707244.503,4824649516.32894,807029077.122597,42622,7860667897.67158,798.914142744041,"312"
1663,1995,10676207401.4623,3862273022.26882,798914142.744041,24127,6608485291.7478,947.342251406359,"312"
1663,1996,11043212997.6454,4139242342.17147,947342251.406359,25123,6778638375.62075,1072.0922617741,"312"
1663,1997,11066200000,4279499927.22273,1072092261.7741,24326,6786700072.77727,1199.3,"312"
1663,1998,10941859247.9398,4357973167.35302,1199300000,24344,6872144739.578,832.767410017663,"312"
1663,1999,10776887607.5138,4368803224.16933,832767410.017663,23645,6996494433.87932,890.633575513103,"312"
1663,2000,10903685607.9556,4461265854.44326,890633575.513103,23725,7135448524.19739,1110.14809299896,"312"
1663,2001,10992668642.5269,4479259193.91313,1110148092.99896,23432,7429138108.20872,1066.43478997849,"312"
1663,2002,11284436174.5016,4668852319.30567,1066434789.97849,23176,7703467250.67599,876.172142167074,"312"
1663,2003,11711921570.8633,4943953317.56801,876172142.167074,23316,7746323658.37197,1040.63809973174,"312"
1663,2004,12151505300.3774,5405898513.53901,1040638099.73174,31435,7558058919.97777,1120.0913617151,"312"
1663,2005,11918381341.413,4868613124.19938,1120091361.7151,31485,7888348049.32002,1141.90196869633,"312"
1663,2006,12287517156.359,4800825924.519,1141901968.69633,30183,8130062296.76247,796.655412520929,"312"
1663,2007,12722068897.1367,4779413980.88514,796655412.520929,30849,8491540602.78253,829.449147514676,"312"
1686,1973,56962491.9412739,26260881.5821108,10593820.8058183,600,30648451.1253267,3.41880706273857,"332"
1686,1974,66065363.4251643,26971747.2892546,13807304.7659088,674,37329161.9063863,2.94048225693929,"332"
1686,1975,70950568.8932936,30232668.7996246,2940482.25693929,800,38935461.6942333,1.38190856012977,"332"
1686,1976,84350104.1140716,35100763.4223535,1381908.56012977,961,46236904.0070933,4.79530886443902,"332"
1686,1977,107518407.1331,44091732.2315278,4795308.86443902,1265,58915013.3711122,6.50088046453878,"332"
1686,1978,140650769.123048,51595634.3866677,6500880.46453878,1391,82772495.5563399,2.37196266841906,"332"
1686,1979,143531637.493153,53027857.1518322,2371962.66841906,1406,83505327.1322393,5.01787681085648,"332"
1686,1980,164778543.512061,61650054.5436825,5017876.81085648,1673,94527914.8104116,4.84939938740098,"332"
1686,1981,193060140.843442,68897731.3779816,4849399.38740098,1758,113033702.87367,4.38495022040564,"332"
1686,1982,231426873.500019,77506496.4995999,4384950.22040564,1944,141663003.627355,4.53346196791836,"332"
1686,1983,247350389.346978,80031409.8683036,4533461.96791837,2185,152952645.206358,9.47801636388462,"332"
1686,1984,291127604.154302,90212719.7461247,9478016.36388462,2340,183812128.455238,9.33556743941712,"332"
1686,1985,326394050.833486,111925685.265444,9335567.43941712,2737,198042616.851964,9.84690035306532,"332"
1686,1986,362507431.914671,122114860.157843,9846900.35306532,2908,229072489.881836,18.9786216660498,"332"
1686,1987,399553137.661928,150883110.940285,18978621.6660498,3534,234160091.787602,13.2119903639012,"332"
1686,1988,529326520.813896,192244834.413325,13211990.3639012,4612,311056576.356678,26.783102736104,"332"
1686,1989,686371537.575114,221796994.876166,26783102.736104,5258,432702540.231337,18.7573515731108,"332"
1686,1990,680056321.771735,229689301.454633,18757351.5731108,5377,427636022.701263,13.7403310577543,"332"
1686,1991,662825608.687536,219203380.211906,13740331.0577543,5136,433218184.054399,13.620498550182,"332"
1686,1992,631340891.622808,209521745.939028,13620498.550182,5358,417440140.478701,9.54537305418068,"332"
1686,1993,751060043.971664,235460355.389726,9545373.05418068,5863,513488553.545148,14.4738191967937,"332"
1686,1994,810251736.301294,257851668.202367,14473819.1967937,6184,541846542.955768,25.2636894834804,"332"
1686,1995,899340270.272485,262634030.499215,25263689.4834804,6163,611682075.096828,22.4365510547934,"332"
1686,1996,964823034.764666,296661677.363293,22436551.0547934,6553,661433695.151679,35.3891432777387,"332"
1686,1997,912831000,309205185.391387,35389143.2777387,6672,603625814.608613,38.214,"332"
1686,1998,784488193.812176,308076308.96308,38214000,6367,491621572.942555,78.8580259023015,"332"
1686,1999,825136625.271495,302467663.257914,78858025.9023015,6404,556652735.296386,45.2272022122387,"332"
1686,2000,841006398.710411,302529522.86717,45227202.2122387,5912,566025131.272949,15.2766819515264,"332"
1686,2001,776876803.696136,279809012.008171,15276681.9515264,5321,534797976.374531,10.8825748175188,"332"
1686,2002,742917072.380985,281267996.650841,10882574.8175188,5341,499532782.843056,13.4419517146128,"332"
1686,2003,511093654.484052,197460822.422512,13441951.7146128,4128,335145418.01624,12.012116046541,"332"
1686,2004,565940910.754856,213416331.159516,12012116.046541,4384,360870908.89033,20.2150490872159,"332"
1686,2005,593857537.88262,216156058.852602,20215049.0872159,4465,383200844.595596,29.7625331515559,"332"
1686,2006,639642863.566808,237795576.358765,29762533.1515559,4645,395621075.306683,39.3647795657469,"332"
1686,2007,698687801.977638,282362901.955333,39364779.5657469,5438,407891973.330698,53.6205811738445,"332"
1686,2008,683297035.294505,250887004.004366,53620581.1738445,4422,427899029.203787,52.2138803694511,"332"
1686,2009,509649707.197088,191565964.663342,52213880.3694511,3407,346862047.560148,9.18686822685073,"332"
1686,2010,422351996.753267,148823862.705869,9186868.22685073,3555,265761291.979353,8.57875521365448,"332"
1690,1980,56216448.0310996,20525362.8852476,5153997.73715589,1015,61541937.5191868,5.26076605186157,"334"
1690,1981,173233655.79195,65892571.446096,10347325.2402932,2456,165720604.631999,24.584102245587,"334"
1690,1982,304125489.202193,105149508.745148,24584102.245587,3391,299346966.09456,25.3803934494619,"334"
1690,1983,560213482.176859,155553452.395682,25380393.4494619,4645,559162191.192469,51.2263626756821,"334"
1690,1984,890860540.90461,169669838.269749,51226362.6756821,5382,953331801.974928,38.9544605298664,"334"
1690,1985,1220012284.69787,211488158.533204,38954460.5298664,4300,1250453628.66489,53.8578551885612,"334"
1690,1986,1265603788.35608,342875811.537246,53857855.1885612,5600,1116579251.42898,65.7963360597515,"334"
1690,1987,1857616745.8965,487994398.575465,65796336.0597515,7228,1579672420.90706,84.4211117745606,"334"
1690,1988,2859248743.09022,750457784.406001,84421111.7745606,10800,2338859421.48465,138.494645364337,"334"
1690,1989,3759663827.55796,919965156.540291,138494645.364337,14517,3068817121.2308,226.282183931998,"334"
1690,1990,4108858172.73406,1164934057.88851,226282183.931998,14528,3091853265.2186,209.38791735777,"334"
1690,1991,4800121229.65008,1159151401.76066,209387917.35777,14432,3763201019.41104,202.523253043152,"334"
1690,1992,5602925858.22484,1362216459.64567,202523253.043152,14798,4326943941.92051,182.052803985261,"334"
1690,1993,6540890223.84071,1037316923.30738,182052803.985261,14938,5549232446.35095,200.240468032769,"334"
1690,1994,7823195679.94221,1051465004.91881,200240468.032769,14592,6699546625.44674,149.701536367063,"334"
1690,1995,10017111583.0641,1394559611.09934,149701536.367063,17615,8360700928.17283,149.814803375396,"334"
1690,1996,9446351141.54614,-382821800.175101,149814803.375396,13398,9690494259.90111,65.146688654735,"334"
1690,1997,7.081e+09,226191301.333498,65146688.654735,10176,6854808698.6665,53,"334"
1690,1998,6053185682.77976,888289369.454711,5.3e+07,9663,5570316351.19821,47.863484988151,"334"
1690,1999,6519059066.14822,1019746666.60082,47863484.988151,9736,6142795669.11706,50.4580586418792,"334"
1690,2000,8588796432.19644,1396439814.29487,50458058.6418792,11728,8409932953.63444,116.536577449249,"334"
1690,2001,5855016525.89145,396529396.090473,116536577.449249,11434,6827829892.24433,258.332713847232,"334"
1690,2002,6363031926.12927,936328832.042424,258332713.847232,12241,6822313812.43382,196.877122859094,"334"
1690,2003,7045402877.78596,1043494457.14078,196877122.859094,13566,7466015951.52504,186.802337138428,"334"
1690,2004,9495717949.83796,1538768841.72077,186802337.138428,13426,9668399159.27892,198.086662241738,"334"
1690,2005,16052621560.5851,3322823259.19829,198086662.241738,16820,14927497409.754,288.00354334569,"334"
1690,2006,22209659098.4158,4598681771.99057,288003543.34569,20186,20101955397.4302,719.316814218852,"334"
1690,2007,27584648467.2691,7282463161.84743,719316814.218852,23700,22809598627.3186,792.709229134221,"334"
1690,2008,37046880521.2605,10468737942.943,792709229.134221,35100,29606188836.4431,1154.13096503482,"334"
1690,2009,48698498041.3145,17296616905.9407,1154130965.03482,36800,35886506654.5794,1222.74476450557,"334"
1690,2010,74471931434.6868,26629390877.5145,1222744764.50557,49400,52338360580.7957,2151.82627912942,"334"
1690,2011,123098820299.675,47265751222.7457,2151826279.12942,63300,78247436847.0213,4514.62486506521,"334"
1704,1972,20699151.0088308,8261009.47599394,724749.967120469,155,11987826.8931833,0.303704748126673,"333"
1704,1973,43080238.4559741,19065000.9226654,1007639.61699952,285,22865232.9158351,2.28274907359969,"333"
1704,1974,80799681.164003,30596667.1084584,2282749.07359969,412,44984623.8857285,8.65594620808822,"333"
1704,1975,38429633.5804597,16333832.5731467,8655946.20808822,456,19931362.0821828,1.49487785719519,"333"
1704,1976,50392904.553416,13389456.5917958,1494877.85719519,633,33317839.5303231,1.50188236709854,"333"
1704,1977,50263258.0657517,18371161.1968677,1501882.36709854,384,28635627.1984405,2.17230274460066,"333"
1704,1978,54642519.2927539,20657772.9818604,2172302.74460066,375,30705980.5165305,0.775522171606729,"333"
1704,1979,75656173.0408746,36923635.8195728,775522.171606729,673,34500963.7097471,2.76325218704161,"333"
1704,1980,111467196.659525,47731581.0998773,2763252.18704161,904,56847599.1619925,4.24487109498173,"333"
1704,1981,114075709.689297,45432678.049872,4244871.09498173,1150,61513160.1066521,6.91350203216062,"333"
1704,1982,123368636.303876,24659421.1713748,6913502.03216062,1038,89726110.3820279,3.15883321013782,"333"
1704,1983,144812586.181341,55210294.2486689,3158833.21013782,1130,81443566.2060535,4.79187618467892,"333"
1704,1984,226679852.692987,91856948.5522804,4791876.18467893,1474,121640354.048192,16.4792677146329,"333"
1704,1985,230367423.543332,77951175.9437369,16479267.7146329,1359,138759613.994234,14.6395397410802,"333"
1704,1986,194205761.331801,70716647.7919804,14639539.7410802,1415,115729751.085964,12.7358286439503,"333"
1704,1987,223313111.558974,72108833.4771137,12735828.6439503,1406,141255123.860391,12.4150331392309,"333"
1704,1988,451180092.415676,174762890.847543,12415033.1392309,1765,252809182.473295,20.8230565970296,"333"
1704,1989,599562442.985185,217011356.078119,20823056.5970296,2651,351076283.76266,44.2107740553719,"333"
1704,1990,654252385.224117,216683003.197772,44210774.0553719,3281,408191148.746108,111.824075678054,"333"
1704,1991,716286549.946989,233256076.755112,111824075.678054,3543,459911709.647541,67.0199636350298,"333"
1704,1992,827402740.047781,273939974.947263,67019963.6350298,3909,536569118.687725,66.2542075407128,"333"
1704,1993,1166743159.42345,426440379.442801,66254207.5407128,4739,725241224.760553,98.5844435473731,"333"
1704,1994,1762384991.25538,715309071.890027,98584443.5473731,6497,1021747022.94686,177.213982343826,"333"
1704,1995,3175620028.10309,1269415609.70572,177213982.343826,10537,1836544407.29257,258.231652568177,"333"
1704,1996,4207936047.05289,1650726039.78882,258231652.568177,11403,2515822578.395,447.114872930226,"333"
1704,1997,4074275000,1720125488.13942,447114872.930226,13924,2354149511.86058,339.364,"333"
1704,1998,3994567413.00384,1626206274.50637,339364000,12060,2447087680.23769,458.15342041424,"333"
1704,1999,4754916004.22306,1978736288.75921,458153420.41424,12755,2940734956.33849,211.956484509411,"333"
1704,2000,9280136780.78332,4164109386.03153,211956484.509411,19220,5414403364.13581,400.671964968838,"333"
1704,2001,7047815144.34417,2518397504.0713,400671964.968838,17365,4919894629.81441,752.563917848937,"333"
1704,2002,4828851801.7214,1674559812.69798,752563917.848937,16077,3443770063.55516,446.026191247183,"333"
1704,2003,4244698834.14692,1431214056.59917,446026191.247183,12050,3058727421.76225,227.299389014179,"333"
1704,2004,7432695950.82443,2997030338.85011,227299389.014179,12191,4641624184.22268,201.238535280835,"333"
1704,2005,6250785945.82314,2384326791.34312,201238535.280835,12924,4003641719.97132,205.881053012079,"333"
1704,2006,7957900381.00053,3024079412.85687,205881053.012079,14072,5024891302.47895,183.937799253389,"333"
1704,2007,8216341894.48944,3139363595.31832,183937799.253389,14550,5131782358.73388,268.210526905364,"333"
1704,2008,6571304414.84826,2244231890.02929,268210526.905364,14824,4357552440.40045,285.043927071065,"333"
1704,2009,3963325675.54043,781370461.052717,285043927.071065,12619,3377285857.01181,246.007093521731,"333"
1704,2010,7509825873.71478,2323192346.29106,246007093.521731,13045,5137405885.30795,167.681375122056,"333"
1704,2011,8071753078.03484,2754650318.62737,167681375.122056,12973,4920211957.90722,203.489181633162,"333"
1706,1974,338085224.014823,140216547.431306,28127103.7510823,3500,177301067.721318,12.2421309522392,"333"
1706,1975,318498801.256028,116193238.498038,40065889.2735952,2950,182488311.749129,2.65694772896317,"333"
1706,1976,314489470.554528,124071555.86756,2656947.72896317,3300,171451955.823669,3.74513424565013,"333"
1706,1977,322414828.262367,119337994.389991,3745134.24565013,3000,182340864.299916,3.40740741851372,"333"
1706,1978,314149330.071603,119730429.830882,3407407.41851372,2900,175661836.878955,5.85496563476192,"333"
1706,1979,329702548.822436,115395127.463209,5854965.63476191,2800,190894093.118635,5.10010237245199,"333"
1706,1980,301410981.12285,91815542.1123988,5100102.37245199,2100,186944103.362385,3.58986864422196,"333"
1706,1981,248357938.81588,89446597.4743411,3589868.64422196,2100,142405405.89834,6.31968283972563,"333"
1706,1982,211592117.134173,70790912.646114,6319682.83972563,1950,127987487.276235,4.52318032004841,"333"
1706,1983,185861596.29669,67435926.1332517,4523180.32004841,1850,107642435.259353,2.57651947943525,"333"
1706,1984,215380858.135357,81117981.3347021,2576519.47943525,2050,121135084.380884,4.85655909239506,"333"
1706,1985,206864259.56053,81221044.2051102,4856559.09239506,2000,114385469.648308,4.97608485398665,"333"
1706,1986,213358177.614715,72685778.3354782,4976084.85398666,1680,131833335.640569,5.02436771648085,"333"
1706,1987,165713116.978501,68247196.6147051,5024367.71648085,1300,91052719.0619659,7.23553014824029,"333"
1706,1988,220210829.485677,97891557.4026736,7235530.14824029,1590,111872325.602755,9.01061280625212,"333"
1706,1989,294163676.255774,174284090.732142,9010612.80625212,3300,110016363.369709,9.58256997269472,"333"
1706,1990,513819942.295508,231904166.66664,9582569.97269472,3600,262988063.220268,16.9243983971611,"333"
1706,1991,486756218.243166,201697943.821524,16924398.3971611,3220,271414839.465743,12.4714633374632,"333"
1706,1992,393520721.385998,178399163.816649,12471463.3374632,3020,208555284.716855,9.24289917657566,"333"
1706,1993,389424634.348543,165623004.909081,9242899.17657566,2775,219248356.520187,11.3753189216942,"333"
1706,1994,460443700.471168,177517311.407791,11375318.9216942,2700,276082364.604301,12.4798164134505,"333"
1706,1995,546636508.986457,190583915.156482,12479816.4134505,2840,343041068.203073,15.5450287431884,"333"
1706,1996,579913706.471797,209037085.336994,15545028.7431884,3035,364874130.243241,22.4617090859177,"333"
1706,1997,672316000,276706146.098135,22461709.0859177,4235,395609853.901865,22.641,"333"
1706,1998,1216341140.45503,602571648.091996,22641000,10150,634171764.961568,58.0362865980245,"333"
1706,1999,1713485201.86855,763828867.839494,58036286.5980245,11200,1005946251.40142,68.4790481524621,"333"
1706,2000,651679332.479495,224001102.95593,68479048.1524621,2135,452621197.274175,11.9609344984631,"333"
1706,2001,462549675.954031,191913844.389752,11960934.4984631,2198,293967101.313324,7.1049946875243,"333"
1706,2002,441599992.573931,177599449.837629,7104994.6875243,2120,288228600.586551,10.7410738105081,"333"
1706,2003,554982239.174932,235725228.501354,10741073.8105081,3300,347085643.018213,13.5880550398835,"333"
1706,2004,674207756.33865,268583915.816257,13588055.0398835,3600,424457926.400815,11.5467416492857,"333"
1706,2005,872616431.365012,399750093.09692,11546741.6492857,5850,489643708.680225,15.9239430033184,"333"
1706,2006,1042727294.38854,456722155.415602,15923943.0033184,6300,596821843.566199,20.1941940377755,"333"
1706,2007,1231201807.80308,528314576.520445,20194194.0377755,7400,710474632.965132,31.8985199361624,"333"
1706,2008,1345055132.08564,562911808.691153,31898519.9361624,7500,787652743.986109,43.9655501081769,"333"
1706,2009,980077466.359784,415416612.492991,43965550.1081769,5900,599323682.209512,21.2450183933921,"333"
1706,2010,912715147.051729,428535802.027923,21245018.3933921,5500,479583877.194693,19.8007247158875,"333"
1706,2011,1109279297.7089,503525648.052566,19800724.7158875,6200,560537662.228141,22.4870150191365,"333"
1707,1979,2886900.51090984,1136794.33983701,1842363.94006916,196,3426808.12785772,0.315433268115836,"334"
1707,1980,4481918.54681632,1194117.76164801,2118379.13036931,253,5669136.41514418,0.984641124507916,"334"
1707,1981,4770894.2998951,991335.888552754,984641.124507916,222,5835144.19466363,0.565266976497659,"334"
1707,1982,4802384.96329644,2334331.57678305,565266.976497659,172,3713032.55656872,0.534071747312063,"334"
1707,1983,7936037.96911201,5075698.09280366,534071.747312063,222,3952438.57827188,5.68911622849779,"334"
1707,1984,9979512.07427335,5134026.39955135,5689116.22849779,180,6405179.06408065,2.74256551769065,"334"
1707,1985,7109763.60627098,2102358.03191248,2742565.51769065,214,6208605.53377683,7.20442454727128,"334"
1707,1986,11409683.3609566,5596278.60811242,7204424.54727128,255,7034713.68621887,4.86641468583433,"334"
1707,1987,21526442.6137214,10366651.7393414,4866414.68583433,295,12871295.4354389,3.32481580850731,"334"
1707,1988,19067637.0412739,7570341.40459976,3324815.80850731,253,12751647.1515072,3.3171160746217,"334"
1707,1989,15457701.6850066,8796579.72675518,3317116.0746217,294,7198568.39766826,3.93780404854193,"334"
1707,1990,21753511.2504181,10627349.9249934,3937804.04854192,277,11685239.4563738,1.19487543397582,"334"
1707,1991,21056670.5639279,9982100.1267555,1194875.43397582,244,11446355.4296645,0.696571358727384,"334"
1722,1961,764394876.54068,102588698.585532,187084263.127184,3706,669585996.647021,35.1928594256231,"311"
1722,1962,887377426.711131,115262670.005638,215033920.438851,3685,761952988.796085,119.474236828378,"311"
1722,1963,960226988.014877,127491952.51849,119474236.828378,3742,824487627.571619,29.9442035687339,"311"
1722,1964,1032566374.85461,128446742.2763,29944203.5687339,3706,899482049.444608,19.1510966019141,"311"
1722,1965,1123664124.14196,136402615.337822,19151096.6019141,3853,979341505.484468,22.965551876145,"311"
1722,1966,1200303157.4828,148808943.316923,22965551.876145,4061,1038747918.62783,24.475186336016,"311"
1722,1967,1255405409.83485,147763237.261972,24475186.336016,2582,1089951272.3153,34.5159797574122,"311"
1722,1968,930940537.541168,75601226.6155904,34515979.7574122,1956,843664818.444885,54.2568286242151,"311"
1722,1969,1023456931.11524,72724267.8907125,54256828.6242151,1801,927258574.114927,60.347016440511,"311"
1722,1970,1344384949.90463,162181973.840987,60347016.440511,2948,1157483137.10202,69.4337526713252,"311"
1722,1971,1948311718.66198,200337317.189837,69433752.6713252,3127,1724942686.24008,54.6051453862863,"311"
1722,1972,1928384949.47276,196693309.036954,54605145.3862863,3347,1632364641.46864,51.714661936386,"311"
1722,1973,2226400928.26725,208018899.236249,51714661.936386,3430,1937840581.46206,51.314326283598,"311"
1722,1974,2794239735.59956,243141383.744393,51314326.283598,4052,2374355827.88406,109.740265179526,"311"
1722,1975,3182495378.0765,256096236.413512,109740265.179526,3942,2756695175.38321,119.839638488584,"311"
1722,1976,2998057573.17872,372945881.734379,119839638.488584,4739,2489371508.15697,180.604789911133,"311"
1722,1977,3710057155.72066,349180981.605798,180604789.911133,4873,3315344409.85609,234.072860277123,"311"
1722,1978,3078025360.99478,298673058.735393,234072860.277123,5042,2733745556.10889,112.997680206448,"311"
1722,1979,3475846833.92329,358484495.133992,112997680.206448,5254,2973806030.50644,83.6751397525399,"311"
1722,1980,3814063433.15102,481420058.626068,83675139.7525399,5590,3160558754.94465,309.657603624341,"311"
1722,1981,4795622612.41955,667473716.748809,309657603.624341,7018,3864802798.45928,557.37383375232,"311"
1722,1982,5015472346.90972,748668979.06138,557373833.75232,8324,3947022021.69877,231.414341998584,"311"
1722,1983,5601958918.45032,643977769.208316,231414341.998584,8670,4611129219.04485,201.374333990846,"311"
1722,1984,6154769671.91874,695181169.937587,201374333.990846,8745,4977748301.95938,202.909166922845,"311"
1722,1985,6144000850.35998,866759201.839428,202909166.922845,9446,4955961144.67025,215.069514426957,"311"
1722,1986,6853003406.47569,1096661479.06124,215069514.426957,10386,5641208778.21024,273.657977029661,"311"
1722,1987,7268444304.13835,1168505802.14287,273657977.029661,10573,5975349844.54693,367.746348757621,"311"
1722,1988,8107383997.13306,1331040495.0405,367746348.757621,9006,6176076257.71587,324.774014803999,"311"
1722,1989,9014717558.25233,1481334050.66767,324774014.803999,10214,7217114083.39207,346.826082253076,"311"
1722,1990,8670403800.41757,1636532526.13424,346826082.253076,11861,6942373223.45309,368.825754717621,"311"
1722,1991,9505309985.30144,1653892572.83417,368825754.717621,13049,7789453017.09863,512.121870209659,"311"
1722,1992,10290033259.2963,1890561852.15738,512121870.209659,13524,8367031616.50715,515.742060985638,"311"
1722,1993,10776824945.9787,1956409835.85459,515742060.985638,14168,8861039739.4657,417.085844494945,"311"
1722,1994,12189477022.1264,2062561213.8445,417085844.494945,16013,10199149036.2622,531.773811276166,"311"
1722,1995,13369708651.7836,2542479083.59974,531773811.276166,14833,10703012858.7834,561.460121375332,"311"
